text,category,amount
Inr 16793 For Apparel,Shopping,16793.0
₹18405 paid to Disney+ via gpay,Entertainment,18405.0
monthly bus pass renewal INR 35338 txn id 493190,Transport,35338.0
accessories Bill is 24706... sorry 29462.00,Shopping,29462.0
training Bill is ₹30318 not 11637,Education,30318.0
UPI payment to IRCTC INR40416,Transport,40416.0
electricity bill paid online INR 9854,Utilities,9854.0
Paid for yoga INR 32653 yesterday,Health,32653.0
spent rs. 8657 on bigbasket,Food,8657.0
Ordered from Charity 25349,Others,25349.0
office canteen lunch 11123.00 debt,Food,11123.0
Paid 49291 at BookMyShow,Entertainment,49291.0
snack 29095 rs instead of 591 txn id 528459,Food,29095.0
Inr 42989 Paid To Bookmyshow txn id 271482,Entertainment,42989.0
Birthday Treat For Team Rs. 37920,Food,37920.0
Just paid gym bill INR44863 via phonepe,Health,44863.0
recharge charges ₹18560,Utilities,18560.0
Transaction at Swiggy for ₹29843,Food,29843.0
Just Paid Wifi Bill Inr37906 debt,Housing,37906.0
Instamart ₹33278,Food,33278.0
Monthly snack 48712 via paytm,Food,48712.0
34494.00 for restaurant,Food,34494.0
UPI payment to Ajio INR15977,Shopping,15977.0
Rapido payment 8736,Transport,8736.0
UPI payment to Spotify 36344 via phonepe last night,Entertainment,36344.0
Inr31588 Paid To Subway,Food,31588.0
concert tickets booking 35876.00,Entertainment,35876.0
Inr17407 Paid To Shell,Transport,17407.0
INR 18114 paid to Blinkit,Food,18114.0
Spent INR40197 on KFC via gpay,Food,40197.0
Just paid trip bill 30253 upi ref 90710,Transport,30253.0
Paid for purchase INR10736,Shopping,10736.0
UPI payment to Vi 4719 rs,Utilities,4719.0
restaurant Transfer 25892 actually Rs. 28439,Food,28439.0
Bought New Curtains For Hall Inr 28615 cred,Housing,28615.0
sunday brunch bill INR20942,Food,20942.0
Transaction at BookMyShow for Rs. 17736 today,Entertainment,17736.0
upi payment to swiggy inr33836,Food,33836.0
Monthly show 1545 successful,Entertainment,1545.0
renewed netflix subscription ₹35116 yesterday,Entertainment,35116.0
gift for anniversary 8201,Shopping,8201.0
late night craving order 33350 successful,Food,33350.0
PlayStation Bill is 44202 not 45281 yesterday,Entertainment,44202.0
Inr27565 For Mobile,Utilities,27565.0
Transaction at KFC for INR 22791 via phonepe,Food,22791.0
Monthly Salary 28709.00,Income,28709.0
fruits payment of inr9666,Food,9666.0
home centre bill is inr 45356 not 42688,Housing,45356.0
tuition payment of 17216.00 on 12/05,Education,17216.0
Friend Payment 38766.00 on 12/05,Others,38766.0
Paid INR 22400 at Indigo,Transport,22400.0
Subway Bill Is 33232... Sorry Inr 15391,Food,15391.0
Transaction at MedPlus for 5676.00,Health,5676.0
paid 9483 rs at cult.fit via paytm,Entertainment,9483.0
breakfast payment of Rs. 24983,Food,24983.0
debit swipe h&m 1814,Shopping,1814.0
Rs. 26415 for bus,Transport,26415.0
Spent 29005 rs on event,Entertainment,29005.0
Ordered from Home Centre ₹25711,Housing,25711.0
diwali shopping for family Rs. 46612,Shopping,46612.0
Bill From Ikea Of Rs. 12811,Housing,12811.0
Bill from Home Centre of INR22359 yesterday,Housing,22359.0
48113.00 for cafe,Food,48113.0
breakfast expense ₹36330,Food,36330.0
food expense ₹44423 upi ref 27342,Food,44423.0
debit swipe imax ₹15364,Entertainment,15364.0
Google Pay payment 28459 rs via gpay,Income,28459.0
Inr17117 Paid To Apple Store,Shopping,17117.0
Spent ₹5416 on Uber on card,Transport,5416.0
purchase charges ₹4989,Shopping,4989.0
debit swipe myntra inr17676 yesterday,Shopping,17676.0
electronics cost Rs. 47717 via paytm,Shopping,47717.0
shopping spree at mall 15220 upi ref 52726,Shopping,15220.0
Rs. 49888 paid to Myntra last night,Shopping,49888.0
bill from bigbasket of 15794 rs,Food,15794.0
purchase not 8982 but inr7475,Shopping,7475.0
Transaction at Flipkart for 29851.00 upi ref 33086,Shopping,29851.0
Zomato payment 14994,Food,14994.0
Ordered From Phonepe Inr36310,Income,36310.0
"decathlon calculated 31385 incorrectly, actual is ₹40157",Shopping,40157.0
flight not 30461 but inr 43706,Transport,43706.0
diesel cost INR2044,Transport,2044.0
electricity bill paid online inr 48233,Utilities,48233.0
"gift calculated 9307 incorrectly, actual is 16516 rs today",Shopping,16516.0
"shoes inr 16045 is the amount, not 10100",Shopping,16045.0
Transaction at McDonalds for INR39684,Food,39684.0
debit swipe byju's ₹27190,Education,27190.0
Maid Salary For This Month Inr10711,Housing,10711.0
₹39748 for breakfast via paytm,Food,39748.0
Just paid stipend bill INR 42386 via phonepe,Income,42386.0
Ordered from Indigo Rs. 11975,Transport,11975.0
debit swipe zara rs. 44413,Shopping,44413.0
Amazon Transfer 19800 Actually 49735.00,Shopping,49735.0
Rs. 46341 paid to Starbucks,Food,46341.0
Paid 35225 at Instamart,Food,35225.0
Paid INR18377 at Cult.fit,Health,18377.0
shopping expense INR2546,Shopping,2546.0
"Pharmacy Calculated 1681 Incorrectly, Actual Is Inr24903",Health,24903.0
birthday treat for team 10728.00,Food,10728.0
gift for anniversary INR 5316,Shopping,5316.0
Bought New Sneakers Inr29309,Shopping,29309.0
vegetables charges inr3445,Food,3445.0
Paid For Gas Bill ₹25253,Housing,25253.0
Debit swipe Netflix Rs. 28838,Entertainment,28838.0
Shell Spent 7675 oh wait it was 35454.00,Transport,35454.0
repairs payment of 25080.00 upi ref 54027,Housing,25080.0
"dishtv calculated 20255 incorrectly, actual is 299 rs",Utilities,299.0
42046.00 paid to Instamart,Food,42046.0
"carpenter INR 24864 is the amount, not 46188",Housing,24864.0
ordered late night snacks 10484 rs,Food,10484.0
Paid for shopping 46404 rs,Shopping,46404.0
UPI payment to Shell INR24810,Transport,24810.0
Parking Charges At Mall Inr 41668,Transport,41668.0
Transaction at Home Centre for 42641 rs,Housing,42641.0
Tata Sky 42498,Utilities,42498.0
Paid 35488.00 at Apple Store,Shopping,35488.0
bought vegetables from local shop INR 26771,Food,26771.0
snack payment of 9110,Food,9110.0
Internet Expense Rs. 10281,Utilities,10281.0
"Starbucks ₹3126 is the amount, not 3426",Food,3126.0
Inr2089 For Dth,Utilities,2089.0
bought new sneakers 31706,Shopping,31706.0
Ordered from Ola INR12112,Transport,12112.0
debit swipe uber 27933.00,Transport,27933.0
Spent INR 12497 on game,Entertainment,12497.0
Transaction at Air Asia for INR 40312 last night,Transport,40312.0
Party Cost Rs. 26691,Entertainment,26691.0
income from freelance work 14735,Income,14735.0
H&M Typo 44061 read as INR21886,Shopping,21886.0
"Disney+ Calculated 44649 incorrectly, actual is 15326 rs",Entertainment,15326.0
booked flight tickets for vacation 6702.00 on card last night,Transport,6702.0
Rapido 31887.00 ... not 44804,Transport,31887.0
Ordered from Friend INR 42039,Others,42039.0
PlayStation ₹13720 yesterday,Entertainment,13720.0
Spent Inr 18577 On Dishtv yesterday,Utilities,18577.0
bought clean coding book 42529 rs,Education,42529.0
Dinner Payment Of 7309 yesterday,Food,7309.0
office canteen lunch Rs. 22968 successful,Food,22968.0
shopping INR 37737 instead of 45647,Shopping,37737.0
train typo 25584 read as 25443,Transport,25443.0
lunch Not 14928 but Rs. 16519 yesterday,Food,16519.0
broadband cost INR45879,Utilities,45879.0
electronics store bill 33173.00,Shopping,33173.0
Bill From Jio Of ₹23703,Utilities,23703.0
Cafe Paid 32424 Wait No 13503.00,Food,13503.0
bought new sneakers inr21548,Shopping,21548.0
event expense 42648 rs,Entertainment,42648.0
Spent INR35835 on shoes,Shopping,35835.0
Paid for electronics 24844 via phonepe last night,Shopping,24844.0
spent rs. 9487 on maintenance,Housing,9487.0
"prepaid Calculated 5853 incorrectly, actual is INR46817",Utilities,46817.0
Monthly train INR 49260,Transport,49260.0
refund charges 31765,Income,31765.0
Transaction at H&M for 12486,Shopping,12486.0
Paid 10868 rs at IKEA,Housing,10868.0
Burger King ₹31565,Food,31565.0
37278 paid to Nike successful,Shopping,37278.0
shopping charges 12898 rs,Shopping,12898.0
"Udemy 9139 Is The Amount, Not 43184",Education,9139.0
41891 Paid To Myntra,Shopping,41891.0
31220 Rs Paid To Shell,Transport,31220.0
Ola 910,Transport,910.0
Ordered from Coursera 29684.00,Education,29684.0
act fibernet 2484 no make it inr30090,Utilities,30090.0
Spent 7524.00 on doctor,Health,7524.0
Just paid plumber bill 37376.00,Housing,37376.0
spent 23691 on fuel,Transport,23691.0
spent ₹26009 on airtel successful,Utilities,26009.0
Spent ₹8662 on Coursera cred,Education,8662.0
bus charges 45877.00,Transport,45877.0
Adidas 1361 yesterday,Shopping,1361.0
Spent Inr 31785 On Training via phonepe,Education,31785.0
Amazon payment 27208,Shopping,27208.0
Paid 41991.00 at Pizza Hut,Food,41991.0
Starbucks Transfer 47522 Actually Rs. 15496,Food,15496.0
Money Received From Friend Inr 17200,Income,17200.0
₹5512 For Restaurant,Food,5512.0
just paid cafe bill ₹34865,Food,34865.0
diwali shopping for family 22599 rs,Shopping,22599.0
metro cost INR15033,Transport,15033.0
Ordered from Kindle 22013,Education,22013.0
grocery cost inr 44971 last night,Food,44971.0
Monthly accessories ₹40431,Shopping,40431.0
toll Bill is 43737.00 not 43799 successful,Transport,43737.0
apparel expense INR 39812 on 12/05,Shopping,39812.0
Late Night Craving Order 2928 debt,Food,2928.0
burger king ₹45473,Food,45473.0
upi payment to asian paints inr35388 cred,Housing,35388.0
Rs. 46030 for vegetables via gpay,Food,46030.0
concert expense 42716 rs,Entertainment,42716.0
"lunch calculated 11730 incorrectly, actual is inr 35073",Food,35073.0
UPI payment to Netflix 34148 rs,Entertainment,34148.0
43109 rs for petrol via phonepe,Transport,43109.0
Paid for course ₹5789,Education,5789.0
Debit swipe Bescom INR46067,Utilities,46067.0
ordered from phonepe rs. 49938,Income,49938.0
7690 paid to PVR,Entertainment,7690.0
Ordered from Indigo ₹41938,Transport,41938.0
auto charges INR21911,Transport,21911.0
Paid For Concert 13753,Entertainment,13753.0
Ordered From Netflix Inr 25995,Entertainment,25995.0
Burger King Bill is 47848... sorry 5917.00,Food,5917.0
Spent Inr14610 On Netflix via gpay,Entertainment,14610.0
stipend payment of ₹26614,Income,26614.0
inr 9706 for toll,Transport,9706.0
Spent Inr 16906 On Kfc,Food,16906.0
"Airtel Calculated 25651 incorrectly, actual is 23279.00",Utilities,23279.0
Spent 18421 On Cafe,Food,18421.0
vi payment 221.00 cred,Utilities,221.0
HDFC payment 12198 via phonepe,Income,12198.0
employer payment 8522.00,Income,8522.0
Just paid mobile bill 32548,Utilities,32548.0
Spent 47656 rs on Rapido txn id 278450,Transport,47656.0
myntra transfer 16337 actually 39065,Shopping,39065.0
cult.fit rs. 41487,Health,41487.0
Debit swipe IKEA INR6248 debt,Housing,6248.0
Spent INR19205 on Bescom,Utilities,19205.0
rs. 39563 paid to vi,Utilities,39563.0
gift payment of inr10119 today,Shopping,10119.0
food payment of inr 2701,Food,2701.0
cinema charges Rs. 40663,Entertainment,40663.0
Late Night Craving Order 17880,Food,17880.0
Ordered from Decathlon 47604 rs,Shopping,47604.0
dth yearly subscription 36198.00,Utilities,36198.0
Spent Inr2962 On Flight,Transport,2962.0
gas bill cost 18118,Housing,18118.0
myntra typo 16714 read as rs. 11615,Shopping,11615.0
Rs. 37619 for electricity,Housing,37619.0
Mcdonalds Typo 28317 Read As Rs. 37709,Food,37709.0
Bescom INR10704 successful,Utilities,10704.0
Paid 21349.00 at Air Asia,Transport,21349.0
shopping Typo 48649 read as 23234 rs,Shopping,23234.0
UPI payment to Home Centre 2171,Housing,2171.0
Monthly Electronics ₹25187 via phonepe,Shopping,25187.0
accessories cost 3033.00,Shopping,3033.0
Bought New Curtains For Hall ₹34699,Housing,34699.0
online python course ₹9806 debt,Education,9806.0
Spent 8833.00 on Home Centre,Housing,8833.0
spent inr 25400 on myntra,Shopping,25400.0
Monthly lunch 10662 rs,Food,10662.0
electricity 31422 rs instead of 20190,Housing,31422.0
tea break at stall Rs. 7835 cred,Food,7835.0
paid ₹13157 at netflix via gpay,Entertainment,13157.0
dth yearly subscription 19033.00,Utilities,19033.0
HP Petrol payment 43360,Transport,43360.0
UPI payment to PlayStation 7893 rs,Entertainment,7893.0
Zomato Paid 40553 wait no 10344 rs,Food,10344.0
fruits charges 16227.00 on card,Food,16227.0
jio payment rs. 43645 via phonepe,Utilities,43645.0
IKEA 37557.00 upi ref 39589,Housing,37557.0
party 29050 was debited... correction 45029 rs,Entertainment,45029.0
Bill From Medplus Of Rs. 18664 yesterday,Health,18664.0
Paid Rs. 17631 at IMAX,Entertainment,17631.0
UPI payment to Employer Rs. 20670,Income,20670.0
Diwali Shopping For Family ₹24535,Shopping,24535.0
coffee Paid 37489 wait no ₹13571,Food,13571.0
UPI payment to Home Centre 42488.00,Housing,42488.0
fruits 33577 was debited... correction Rs. 26273,Food,26273.0
Debit Swipe Coursera Inr7901,Education,7901.0
maintenance charges 40252 via paytm,Housing,40252.0
INR11306 paid to Amazon,Shopping,11306.0
38059 rs paid to Pizza Hut,Food,38059.0
Debit swipe Amazon INR 6462 last night,Shopping,6462.0
Spent 31922 rs on Unknown,Others,31922.0
UPI payment to HP Petrol Rs. 29833,Transport,29833.0
Transaction at Act Fibernet for 11752.00,Utilities,11752.0
INR12335 paid to Home Centre,Housing,12335.0
shopping spree at mall inr1800 txn id 438162 today,Shopping,1800.0
UPI payment to Bank INR10607,Income,10607.0
shoes payment of 41942 rs,Shopping,41942.0
Event Expense 27118.00,Entertainment,27118.0
maintenance payment of 47919.00,Housing,47919.0
"Disney+ 10462.00 is the amount, not 41780",Entertainment,10462.0
Auto 29900 ... Not 3584,Transport,29900.0
transaction at air asia for ₹9829,Transport,9829.0
Act Fibernet 24009,Utilities,24009.0
Ordered from Uber Rs. 12306,Transport,12306.0
winter wear purchase ₹47602,Shopping,47602.0
Tata Sky 38014.00 instead of 2298,Utilities,38014.0
Just paid gas bill bill INR 44561 yesterday,Housing,44561.0
clothes charges 6725.00,Shopping,6725.0
Just paid train bill INR 3340 cred,Transport,3340.0
purchase charges INR10516,Shopping,10516.0
UPI payment to Rapido Rs. 21968,Transport,21968.0
toll payment of Rs. 13416,Transport,13416.0
birthday treat for team 24873.00,Food,24873.0
paid for broadband rs. 25169,Housing,25169.0
monthly breakfast inr19008,Food,19008.0
debit swipe kfc ₹668 yesterday,Food,668.0
Fuel Charges Inr30939,Transport,30939.0
UPI payment to Netflix ₹9196,Entertainment,9196.0
Ordered From Rapido 39499 Rs,Transport,39499.0
subscription Not 16763 but INR24166,Entertainment,24166.0
Debit Swipe Instamart 38356 Rs,Food,38356.0
renewed netflix subscription ₹4255 on card,Entertainment,4255.0
IRCTC Transfer 14369 actually 15140 rs via phonepe,Transport,15140.0
bought vegetables from local shop 44891 rs,Food,44891.0
Flipkart 7675 rs ... not 32246,Shopping,7675.0
diwali shopping for family INR16848,Shopping,16848.0
blinkit rs. 21872 yesterday,Food,21872.0
Gift For Anniversary 19241,Shopping,19241.0
₹7376 paid to Indigo,Transport,7376.0
H&M Typo 24414 read as ₹46081,Shopping,46081.0
spent 30223 rs on hp petrol via gpay,Transport,30223.0
Ordered from Unacademy 37167.00,Education,37167.0
UPI payment to Ola 28458 rs,Transport,28458.0
paid for payment received 26866,Income,26866.0
shell 27599 rs,Transport,27599.0
prepaid charges 17789.00,Utilities,17789.0
Bill from Urban Company of 14251 rs,Housing,14251.0
book expense 45921.00,Education,45921.0
spent rs. 29606 on irctc,Transport,29606.0
Paid 44087.00 At Cure.Fit,Health,44087.0
Rs. 30855 For Doctor on 12/05,Health,30855.0
₹28807 paid to shell,Transport,28807.0
accessories Paid 41513 wait no 34803.00,Shopping,34803.0
Ordered from BookMyShow 39437,Entertainment,39437.0
ride charges 48144,Transport,48144.0
grocery typo 12202 read as 16368,Food,16368.0
Ordered From Charity 48330 Rs today,Others,48330.0
Employer 16273 rs,Income,16273.0
Paid For Food 48512,Food,48512.0
bill from bigbasket of 30784,Food,30784.0
apparel cost INR 37873,Shopping,37873.0
Just paid cashback bill INR 33959 txn id 819246,Income,33959.0
clinic expense 25488 successful,Health,25488.0
electricity bill paid online INR12352,Utilities,12352.0
Debit swipe Indigo INR 22144 txn id 780776,Transport,22144.0
renewed netflix subscription INR38711,Entertainment,38711.0
Zomato payment ₹23846,Food,23846.0
"electronics calculated 46771 incorrectly, actual is 15720 rs via phonepe",Shopping,15720.0
Bill From Shell Of Inr32595,Transport,32595.0
Shopping Spree At Mall Rs. 14018 yesterday,Shopping,14018.0
Ordered from Tata Sky 3019 rs,Utilities,3019.0
Spent 7740 On Fruits debt,Food,7740.0
Just paid breakfast bill ₹2163,Food,2163.0
tea break at stall INR16399 on 12/05,Food,16399.0
Spent 33173 on Asian Paints,Housing,33173.0
maid Paid 33537 wait no ₹20813,Housing,20813.0
cult.fit paid 28391 wait no ₹22217,Entertainment,22217.0
PlayStation ₹41057 upi ref 86926,Entertainment,41057.0
UPI payment to Nike INR 11850,Shopping,11850.0
Vegetables Bill Is Inr 26186 Not 43379 cred,Food,26186.0
"Flipkart Inr7862 Is The Amount, Not 25159",Shopping,7862.0
Dth Yearly Subscription ₹12752,Utilities,12752.0
2235.00 paid to Amazon,Shopping,2235.0
UPI payment to Zomato INR42893,Food,42893.0
food payment of 31999,Food,31999.0
Monthly Fruits 33054 Rs,Food,33054.0
Transaction at Cure.fit for ₹37150,Health,37150.0
INR26285 for cinema yesterday,Entertainment,26285.0
decathlon bill is 23251... sorry inr 3288 debt today,Shopping,3288.0
Debit Swipe Uber 40526.00 via phonepe,Transport,40526.0
auto payment of INR15480,Transport,15480.0
Act Fibernet 22174,Utilities,22174.0
"checkup Calculated 33755 incorrectly, actual is INR 24010 cred",Health,24010.0
UPI payment to Bank ₹5264,Income,5264.0
cab cost 28306,Transport,28306.0
Debit swipe Uber INR 31768 successful on 12/05,Transport,31768.0
Playstation Transfer 49767 Actually 25486,Entertainment,25486.0
dinner spent 41009 oh wait it was ₹42537 today,Food,42537.0
16133 paid to Rapido,Transport,16133.0
Kfc Inr 29829 yesterday,Food,29829.0
Concert Tickets Booking 22996 Rs,Entertainment,22996.0
gym charges INR 42474,Entertainment,42474.0
debit swipe irctc 37824.00,Transport,37824.0
Paid 276 at Decathlon,Shopping,276.0
10301.00 Paid To Instamart,Food,10301.0
INR 28811 paid to Myntra,Shopping,28811.0
wifi bill payment Rs. 29759,Utilities,29759.0
INR34349 paid to Pizza Hut today,Food,34349.0
Instamart Payment 20164,Food,20164.0
Cult.fit Not 46851 but INR6083 yesterday,Health,6083.0
transaction at zara for 26310 debt,Shopping,26310.0
gift expense ₹11173,Shopping,11173.0
bought vegetables from local shop Rs. 42287 via phonepe last night,Food,42287.0
