text,category,amount
paid 48338 at myntra via paytm,Shopping,48338
HP Petrol Paid 5161 wait no 23030,Transport,23030
Debit swipe Shell Rs. 24777,Transport,24777
spent ₹34942 on electronics via phonepe,Shopping,34942
Client Rs. 38155,Income,38155
Dth Expense 835.00,Utilities,835
train 14669.00 ... not 30369,Transport,14669
"Shell Calculated 26464 incorrectly, actual is INR 28661",Transport,28661
Electronics ₹32774 Instead Of 19797,Shopping,32774
Transaction At Bescom For 17765 Rs,Utilities,17765
Monthly internet INR14949,Utilities,14949
Water Tanker Charges Inr18500 successful,Utilities,18500
just paid internet bill ₹44869,Utilities,44869
credited Paid 25903 wait no INR2958 successful,Income,2958
electricity bill paid online INR16150,Utilities,16150
INR 42635 paid to Unacademy txn id 398051,Education,42635
Paid 26482 at Cure.fit,Health,26482
Spent 31050 rs on IKEA via paytm,Housing,31050
dominos 15636 no make it inr 15583,Food,15583
Ordered from Starbucks 28729.00,Food,28729
KFC INR31154 successful on 12/05,Food,31154
class charges 13177,Education,13177
inr16100 paid to disney+,Entertainment,16100
Netflix INR185,Entertainment,185
Just paid prepaid bill ₹30723,Utilities,30723
UPI payment to H&M 49319,Shopping,49319
sunday brunch bill 30790 rs,Food,30790
monthly shoes rs. 2950,Shopping,2950
INR49093 for coffee yesterday,Food,49093
Monthly dinner INR37489,Food,37489
transaction at subway for 32448 rs,Food,32448
Shell Not 29194 But Inr 28099,Transport,28099
misc typo 13438 read as 37227.00,Others,37227
Apparel Cost ₹39955 on card,Shopping,39955
shopping charges 12898 rs,Shopping,12898
Bill from Spotify of 23104 rs,Entertainment,23104
Debit swipe Dominos 40251.00,Food,40251
Transaction at Apple Store for 32751.00,Shopping,32751
bought new sneakers 25352 rs debt,Shopping,25352
bus cost INR 40532,Transport,40532
Bescom 37194.00,Utilities,37194
refund INR 48129 ... not 14495,Income,48129
Upi Payment To Decathlon 14575 Rs,Shopping,14575
Just paid apparel bill INR 28094,Shopping,28094
monthly electronics ₹15693,Shopping,15693
"vegetables ₹46071 is the amount, not 28446",Food,46071
Ola 11369 no make it ₹29209,Transport,29209
grocery ₹16573 ... not 43983 txn id 676365,Food,16573
Water Tanker Charges Inr48700,Utilities,48700
48113.00 for cafe,Food,48113
Coursera payment ₹20531,Education,20531
purchase charges 28721 rs debt,Shopping,28721
"Blinkit 18980 is the amount, not 37231",Food,18980
dth payment of INR 1850,Utilities,1850
₹14788 paid to Zara yesterday,Shopping,14788
gift ₹14760 ... not 8747,Shopping,14760
Spent Rs. 35888 on Asian Paints,Housing,35888
Shell INR17965,Transport,17965
Fuel Spent 16018 Oh Wait It Was 21677,Transport,21677
Donation 30684 Rs Instead Of 36530,Others,30684
steam not 40736 but ₹25716 today,Entertainment,25716
Bill from Swiggy of 44918,Food,44918
42056.00 for recharge,Utilities,42056
gift for anniversary INR35341,Shopping,35341
UPI payment to Jio INR32318 on 12/05,Utilities,32318
Renewed Netflix Subscription 28086 Rs yesterday,Entertainment,28086
Vi Not 9173 but INR 3030 last night,Utilities,3030
Spent ₹12510 on water bill,Housing,12510
Disney+ payment Rs. 19377 via paytm,Entertainment,19377
transaction at pizza hut for 49633 rs,Food,49633
salary credited for august INR 28002,Income,28002
Paid for petrol 27967 today,Transport,27967
Ordered Clothes Online 28244.00,Shopping,28244
bill from amazon of inr20155 successful,Shopping,20155
shopping spree at mall 28748 rs,Shopping,28748
Uber INR 22516 last night,Transport,22516
food payment of 14248 rs via paytm,Food,14248
Late Night Craving Order ₹35126,Food,35126
debit swipe rapido rs. 37227,Transport,37227
jio bill is 21555... sorry 38462,Utilities,38462
45798 rs for dinner,Food,45798
Apple Store Payment 17922.00,Shopping,17922
pizza hut 2448 no make it 26768 cred,Food,26768
coffee cost INR 35102 on 12/05,Food,35102
Atm Cash Withdrawal 16505 Rs,Others,16505
doctor transfer 7530 actually ₹49576,Health,49576
electronics cost rs. 22234,Shopping,22234
17666.00 for snack,Food,17666
office cab ride 26441 rs,Transport,26441
winter wear purchase 26748.00,Shopping,26748
just paid electrician bill ₹14326,Housing,14326
Paid For Vegetables ₹2990,Food,2990
Paid 47012.00 at Rapido via phonepe,Transport,47012
Nike Rs. 18249,Shopping,18249
metro transfer 32595 actually 44490 rs,Transport,44490
mobile charges 42649 rs,Utilities,42649
Debit swipe NoBroker 8808,Housing,8808
37247 for purchase on 12/05,Shopping,37247
₹41115 paid to Zomato,Food,41115
Debit swipe Shell INR34854,Transport,34854
upi payment to spotify rs. 6373 last night,Entertainment,6373
Spent Inr23403 On Decathlon,Shopping,23403
INR 43052 paid to Ajio,Shopping,43052
Jio Bill is 21819.00 not 40082 via paytm,Utilities,21819
Bill from Myntra of 1043.00,Shopping,1043
Paid INR48862 at Spotify on card,Entertainment,48862
monthly bus pass renewal 20706,Transport,20706
coffee cost INR 7413,Food,7413
apparel charges 45208 rs last night,Shopping,45208
ordered from blinkit rs. 40150 on 12/05,Food,40150
Monthly food 10155,Food,10155
spotify not 30870 but inr 41999,Entertainment,41999
Monthly Fuel ₹6535 successful,Transport,6535
Mcdonalds Inr48597,Food,48597
Debit Swipe Decathlon Inr1371,Shopping,1371
28004 for yoga,Health,28004
bill from starbucks of rs. 26091,Food,26091
Monthly restaurant 47833 rs txn id 705397 today,Food,47833
trip charges INR 8323,Transport,8323
consultation expense 9217,Health,9217
"Nike Calculated 33960 incorrectly, actual is 7308.00 txn id 140296",Shopping,7308
Paid Inr 37124 At Friend,Others,37124
spotify transfer 36762 actually inr13826 via gpay,Entertainment,13826
Ajio Bill Is 29095... Sorry 22929,Shopping,22929
Paid for tuition ₹29636,Education,29636
bought vegetables from local shop 28592 rs,Food,28592
Transaction At Bigbasket For Rs. 21701 today,Food,21701
Transaction at Urban Company for INR 47771,Housing,47771
concert transfer 28444 actually 48614 rs debt,Entertainment,48614
"rent Calculated 40458 incorrectly, actual is INR92",Housing,92
"shoes 49967 is the amount, not 13761 via gpay",Shopping,49967
prepaid expense 27559 rs debt today,Utilities,27559
metro ride to work ₹32612,Transport,32612
loan repayment to friend 40296.00,Others,40296
ajio 20534 rs via phonepe yesterday,Shopping,20534
paid inr24676 at instamart,Food,24676
shoes cost INR 40612,Shopping,40612
auto charges INR38362,Transport,38362
IMAX INR38030,Entertainment,38030
Paid Inr5567 At Flipkart successful today,Shopping,5567
water bill charges 12819 rs,Housing,12819
Lunch Transfer 32694 Actually 5212,Food,5212
INR 37212 for electricity,Housing,37212
internet connection setup fee 23635 rs,Utilities,23635
Bought Vegetables From Local Shop Inr 24550 via paytm,Food,24550
Starbucks Typo 12320 read as INR22335,Food,22335
shoes cost ₹29615,Shopping,29615
Dishtv 12169 Rs Instead Of 35915,Utilities,12169
restaurant charges ₹14425,Food,14425
food cost 26823.00,Food,26823
Plumber 41936 No Make It 17817.00,Housing,17817
Paid for bill 36767 cred,Utilities,36767
fuel Bill is 34801... sorry 9793 rs,Transport,9793
paid 43213.00 at unknown via paytm,Others,43213
INR21875 for fitness center,Entertainment,21875
UPI payment to 1mg INR31336 cred,Health,31336
Cult.fit Rs. 5769,Health,5769
Unacademy Payment 23834 Rs,Education,23834
37637.00 paid to Zomato,Food,37637
toll cost 8006.00,Transport,8006
Starbucks Payment 23645.00,Food,23645
Inr 31122 For Trip,Transport,31122
weekend party expenses rs. 46223,Entertainment,46223
apparel expense 34639,Shopping,34639
Spent 38057.00 On Mobile,Utilities,38057
Transaction At Zara For Inr16918 txn id 787842,Shopping,16918
water tanker charges INR 191 last night,Utilities,191
paid inr12680 at amazon via paytm yesterday,Shopping,12680
flight INR 21692 ... not 29129 on 12/05,Transport,21692
flight Bill is 183... sorry INR 7960,Transport,7960
dishtv payment ₹17806,Utilities,17806
lunch cost ₹9464,Food,9464
Debit swipe IRCTC 35487.00 txn id 626417,Transport,35487
14203 Rs For Carpenter,Housing,14203
Bill from Bescom of ₹11980 via paytm,Utilities,11980
Semester Fee Payment ₹28415,Education,28415
UPI payment to Nike 41315,Shopping,41315
Paid Rs. 28221 at Apollo Pharmacy debt,Health,28221
ordered from amazon 32721 rs,Shopping,32721
sunday brunch bill Rs. 7793,Food,7793
Debit Swipe Uber 13041 Rs,Transport,13041
₹27648 paid to Ajio debt,Shopping,27648
Monthly train 4176 rs last night,Transport,4176
Debit swipe Air Asia ₹18850,Transport,18850
INR38709 paid to H&M,Shopping,38709
clothes cost ₹9610,Shopping,9610
Just Paid Clinic Bill Rs. 42565 last night,Health,42565
Bill from Home Centre of 49266 rs,Housing,49266
Train Ticket Booking Tatkal Rs. 42695,Transport,42695
prepaid charges INR32922,Utilities,32922
tea break at stall Rs. 7835 cred,Food,7835
Monthly Electronics 36239,Shopping,36239
electrician repair work 3591 rs,Housing,3591
Upi Payment To Shell 39642 Rs,Transport,39642
Debit swipe Ajio 15012.00 today,Shopping,15012
office canteen lunch INR18893,Food,18893
Spent 31221 rs on restaurant,Food,31221
event Typo 48649 read as 23234 rs,Entertainment,23234
dinner typo 21924 read as inr5153,Food,5153
paid for gift rs. 20313,Shopping,20313
Bill From H&M Of 7735.00,Shopping,7735
11431.00 paid to air asia,Transport,11431
inr11862 for snack,Food,11862
Transaction At Unacademy For Inr8099 yesterday,Education,8099
Flight Charges Inr 45104,Transport,45104
restaurant charges 22634 rs,Food,22634
bought new sneakers Rs. 7052,Shopping,7052
ordered from bescom 43924 rs,Utilities,43924
monthly food 33868 rs,Food,33868
dinner spent 41009 oh wait it was ₹42537 today,Food,42537
Sunday Brunch Bill Inr14350,Food,14350
Debit Swipe Client ₹14595,Income,14595
Spent 11399.00 On Kfc on 12/05,Food,11399
Spent 45347.00 on Apple Store successful,Shopping,45347
electricity bill paid online rs. 32375,Utilities,32375
bigbasket 27092,Food,27092
metro Paid 43476 wait no 28286 rs txn id 201812,Transport,28286
Spent INR1615 on Tata Sky,Utilities,1615
Bought New Sneakers ₹8723,Shopping,8723
toll not 34687 but rs. 41643,Transport,41643
Adidas Typo 6631 read as ₹17454,Shopping,17454
Transaction At Rapido For 9137.00,Transport,9137
Urban Company payment 544,Housing,544
Subway Rs. 39745,Food,39745
Transaction At Hp Petrol For 27240,Transport,27240
auto rickshaw fare INR 27965,Transport,27965
fitness expense 30585.00,Health,30585
plumbing service charge 28181 cred,Housing,28181
bus 41544 was debited... correction inr33375,Transport,33375
Paid for consultation 14276.00,Health,14276
Event Expense 26799 Rs,Entertainment,26799
diesel Bill is INR25157 not 4054,Transport,25157
PVR 4385.00,Entertainment,4385
lunch cost INR 38362,Food,38362
tea break at stall 9307.00,Food,9307
flight Not 28219 but 28140,Transport,28140
Spent INR43987 on HP Petrol yesterday,Transport,43987
Paid 29068 at Myntra,Shopping,29068
44327 rs for vegetables,Food,44327
Steam 30800.00 via paytm,Entertainment,30800
decathlon payment inr 3000,Shopping,3000
inr13221 for shopping,Shopping,13221
Paid Inr49395 At Starbucks,Food,49395
Paid 39322 rs at Decathlon,Shopping,39322
Pizza Hut payment INR 30180,Food,30180
Bill from Disney+ of Rs. 47833,Entertainment,47833
24256 Paid To Myntra,Shopping,24256
rent cost 36400.00,Housing,36400
Electronics 11417 No Make It Inr41382,Shopping,41382
donation expense INR34360,Others,34360
Transaction At Indigo For ₹36133 via paytm,Transport,36133
late night craving order ₹34812,Food,34812
went out for dinner with friends 7851 rs,Food,7851
Just paid fitness bill 11084.00 today,Health,11084
Electronics Expense 35101 Rs cred,Shopping,35101
Unacademy 37503 was debited... correction 21331.00,Education,21331
Kfc Payment Rs. 40973 upi ref 44816,Food,40973
"Trip Rs. 11266 Is The Amount, Not 12210",Transport,11266
postpaid 47703 no make it 13921 rs,Utilities,13921
22728.00 paid to Uber,Transport,22728
ordered clothes online 34581,Shopping,34581
"Movie 16682.00 Is The Amount, Not 28495",Entertainment,16682
vitamin supplements purchase inr 2031,Health,2031
Debit swipe NoBroker INR20431,Housing,20431
Debit swipe Coursera INR 48717,Education,48717
21315 paid to Vi,Utilities,21315
₹15123 For Gas Bill,Housing,15123
Paid 41089.00 at Bescom,Utilities,41089
UPI payment to Vi 14129 debt yesterday,Utilities,14129
Upi Payment To Apple Store Rs. 40262 upi ref 26484,Shopping,40262
Ordered from Ola 5906 rs,Transport,5906
food payment of 25399 rs,Food,25399
Bill from Adidas of 26814 on 12/05,Shopping,26814
paid for gas bill ₹16310,Housing,16310
pizza hut 25627 rs,Food,25627
Paid INR36061 at DishTV,Utilities,36061
31583.00 paid to NoBroker,Housing,31583
Bill Expense 27338 via phonepe,Utilities,27338
"shopping Calculated 17961 incorrectly, actual is 24768.00",Shopping,24768
metro ride to work INR29407,Transport,29407
Just Paid Mobile Bill Inr 32263,Utilities,32263
₹1579 for college,Education,1579
ajio 12807 no make it inr 34975,Shopping,34975
Spent INR 25053 on internet,Utilities,25053
Monthly clothes ₹2066 last night,Shopping,2066
bill from home centre of inr 20271,Housing,20271
electrician repair work 2842.00 via phonepe,Housing,2842
UPI payment to H&M 17511 rs,Shopping,17511
44208 rs paid to charity,Others,44208
Coursera Payment 32120.00 upi ref 81823,Education,32120
UPI payment to Shell 30402.00 successful,Transport,30402
bought new curtains for hall rs. 15535 via paytm,Housing,15535
fuel charges INR 43887,Transport,43887
Just Paid Food Bill 10075,Food,10075
Rs. 44388 paid to Rapido,Transport,44388
amazon prime bill is 11746... sorry rs. 41522,Entertainment,41522
Amazon 9186 Was Debited... Correction Rs. 18051,Shopping,18051
Subway payment INR9793,Food,9793
Debit swipe Jio 27116.00 on card,Utilities,27116
spent 30637.00 on h&m,Shopping,30637
Tata Sky 28844.00,Utilities,28844
Spent Inr 9164 On Donation,Others,9164
Ordered from Burger King Rs. 31025,Food,31025
auto rickshaw fare ₹10342 successful,Transport,10342
Transaction At Zara For ₹33087,Shopping,33087
paid for cafe inr10532 via phonepe,Food,10532
Debit swipe Ajio 18521.00,Shopping,18521
debit swipe apple store ₹35157 via phonepe,Shopping,35157
Burger King payment 35892,Food,35892
Paid Rs. 4538 at Decathlon,Shopping,4538
Spent ₹13480 on KFC debt,Food,13480
vitamin supplements purchase 8424,Health,8424
Pizza Hut 43087 Was Debited... Correction Inr 638,Food,638
Paid for breakfast 44881 rs,Food,44881
Spent 31465 Rs On Burger King,Food,31465
Transaction At Nike For Inr17356 via paytm,Shopping,17356
internet connection setup fee 29590.00,Utilities,29590
prepaid cost rs. 13387,Utilities,13387
Bill from Cure.fit of ₹3795,Health,3795
rent charges Rs. 1302 on 12/05,Housing,1302
upi payment to nobroker 9888 via paytm,Housing,9888
Paid Rs. 28190 at Shell,Transport,28190
diesel spent 11771 oh wait it was 21097.00,Transport,21097
monthly rent inr15312 via phonepe,Housing,15312
Spent 49717.00 on Bescom,Utilities,49717
"Dinner Calculated 19029 Incorrectly, Actual Is ₹16257",Food,16257
office cab ride INR 21018,Transport,21018
Starbucks payment INR 38798,Food,38798
birthday gift INR28553 via phonepe,Shopping,28553
water bill 1773 no make it rs. 38217,Housing,38217
Adidas Rs. 26457 successful,Shopping,26457
Spent 33047 rs on Pizza Hut,Food,33047
toll expense 42349 rs,Transport,42349
Bill from Spotify of INR 22463,Entertainment,22463
cafe cost 41135,Food,41135
BigBasket Transfer 16433 actually 12750 rs on card,Food,12750
Ordered from Pizza Hut 25965.00,Food,25965
18863 rs paid to Swiggy,Food,18863
fitness payment of rs. 19356 txn id 452366,Health,19356
Electronics Expense Inr 27973,Shopping,27973
Just paid dth bill 8827 rs,Utilities,8827
Just paid salary bill INR 47129,Income,47129
subscription expense 26217.00,Entertainment,26217
Upi Payment To Ikea Rs. 7502,Housing,7502
cinema charges INR44996,Entertainment,44996
snack Typo 33361 read as Rs. 12698,Food,12698
"dth ₹24888 is the amount, not 38319",Utilities,24888
Just paid apparel bill ₹3153 on card,Shopping,3153
sunday brunch bill 19688 via phonepe,Food,19688
monthly gift inr24915,Shopping,24915
Paid ₹36510 at Pizza Hut successful,Food,36510
Spent Rs. 27805 On Dominos,Food,27805
trip Not 28181 but INR38115,Transport,38115
Office Canteen Lunch Inr 44911,Food,44911
Amazon Not 12604 but 8680 rs,Shopping,8680
inr 35559 for lunch,Food,35559
Monthly restaurant INR36266,Food,36266
upi payment to amazon ₹22127 upi ref 25271,Shopping,22127
Late Night Craving Order Inr19337 on 12/05,Food,19337
Rs. 43016 Paid To Instamart,Food,43016
"dividend ₹10625 is the amount, not 28320 via phonepe",Income,10625
Spent 42965 on Unacademy,Education,42965
Spent Rs. 36723 on rent txn id 394548,Housing,36723
₹41529 for trip,Transport,41529
bought vegetables from local shop 28533.00 yesterday,Food,28533
Spent Rs. 45912 on Uber cred,Transport,45912
Unknown payment INR 12502,Others,12502
sent ₹20122 ... not 40565,Others,20122
UPI payment to Uber INR10206,Transport,10206
ordered from blinkit ₹48241,Food,48241
Metro Cost Inr 27788,Transport,27788
booked flight tickets for vacation 21457 rs via phonepe,Transport,21457
paid 10452 rs at subway,Food,10452
Bill from 1mg of INR3894,Health,3894
Asian Paints payment INR2041,Housing,2041
rs. 12456 paid to friend,Others,12456
paid 47243 at amazon prime,Entertainment,47243
Monthly breakfast 1942 rs via phonepe,Food,1942
Burger King 36681,Food,36681
Transaction at BigBasket for ₹6832,Food,6832
upi payment to urban company rs. 25633,Housing,25633
INR 22039 for gift via gpay,Shopping,22039
UPI payment to Airtel 44323,Utilities,44323
Paid Rs. 12569 at Zara,Shopping,12569
diesel Typo 37446 read as 27148.00,Transport,27148
Doctor Charges Inr 26311,Health,26311
upi payment to asian paints 15604 on card,Housing,15604
trip expense INR33149,Transport,33149
Rs. 24927 paid to Burger King txn id 557409,Food,24927
22299 rs paid to Dominos on 12/05,Food,22299
Paid For Petrol ₹28892,Transport,28892
Society Maintenance Paid Inr 37946,Housing,37946
Monthly metro 765 rs via paytm,Transport,765
Ordered From Hp Petrol Inr 25188,Transport,25188
Monthly coffee ₹21310 on 12/05,Food,21310
gift for wedding Rs. 39877,Others,39877
Bill from Practo of 43636.00,Health,43636
Ordered from Myntra 37286 debt,Shopping,37286
23627.00 paid to starbucks,Food,23627
Spent 16192.00 on 1mg,Health,16192
coffee Paid 36162 wait no 31982 debt,Food,31982
Bought New Sneakers Inr24789,Shopping,24789
31854 rs paid to Myntra last night,Shopping,31854
Paid 32436 Rs At Blinkit,Food,32436
Monthly diesel INR46257,Transport,46257
Workshop On Ai Rs. 3297,Education,3297
fitness cost 4485.00,Health,4485
17834 rs for show on 12/05,Entertainment,17834
broadband cost 39971 on card last night,Utilities,39971
Electronics Store Bill Rs. 17662,Shopping,17662
Apple Store Bill is 29430... sorry ₹7724,Shopping,7724
"train 33555 is the amount, not 37006",Transport,33555
46310 rs paid to amazon,Shopping,46310
Debit swipe Starbucks 17483 cred,Food,17483
bought vegetables from local shop inr 2373,Food,2373
bill Typo 37200 read as Rs. 27094 on 12/05,Utilities,27094
cafe paid 3457 wait no rs. 37207,Food,37207
Ordered from Burger King 3292,Food,3292
Bill from Zara of Rs. 27138,Shopping,27138
Transaction at Amazon for 38843 txn id 635055,Shopping,38843
Paid Rs. 23648 at Adidas,Shopping,23648
bought vegetables from local shop 44891 rs,Food,44891
Just paid event bill INR9627,Entertainment,9627
Spent INR168 on recharge,Utilities,168
booked flight tickets for vacation inr7776,Transport,7776
Spent INR49309 on breakfast,Food,49309
UPI payment to H&M 36719 rs,Shopping,36719
Transaction at Coursera for INR11102 yesterday,Education,11102
Monthly vegetables 2554,Food,2554
Upi Payment To Cult.Fit Rs. 17616,Entertainment,17616
Wifi Bill Payment 26460 last night,Utilities,26460
gift for anniversary ₹31057 via paytm,Shopping,31057
Shopping Spree At Mall 14936,Shopping,14936
Bill From Imax Of 6695 on 12/05,Entertainment,6695
UPI payment to BigBasket 45570.00,Food,45570
pharmacy payment of 26930.00 via phonepe,Health,26930
monthly bus pass renewal Rs. 45843,Transport,45843
winter wear purchase inr 14924,Shopping,14924
Bill from Burger King of 716 rs via paytm,Food,716
ordered from amazon 21738.00,Shopping,21738
Spent 27152.00 on Bescom,Utilities,27152
Blinkit Spent 29943 oh wait it was INR 20371,Food,20371
32353 for breakfast,Food,32353
purchase payment of ₹1772,Shopping,1772
Ordered From Ola Rs. 77 last night,Transport,77
"dinner Calculated 27263 incorrectly, actual is 8908",Food,8908
Ordered from Disney+ 40815 rs,Entertainment,40815
Cult.fit ₹33564,Health,33564
fuel 44618 ... not 42321 txn id 275124 on 12/05,Transport,44618
Vi payment INR14553 successful,Utilities,14553
"Unknown 14443 is the amount, not 30636",Others,14443
Spent INR37740 on water bill,Housing,37740
INR 21828 paid to Urban Company,Housing,21828
pharmacy charges ₹22688,Health,22688
Monthly shoes INR16310 debt,Shopping,16310
gift cost 32467 rs via gpay,Shopping,32467
24984 for accessories,Shopping,24984
internet connection setup fee INR13001,Utilities,13001
Nike INR39457 ... not 8354,Shopping,39457
Bill From Swiggy Of 6746 Rs,Food,6746
debit swipe bescom inr21980,Utilities,21980
transaction at tata sky for ₹8889,Utilities,8889
Debit swipe Asian Paints 18410 rs,Housing,18410
plumbing service charge 31168.00,Housing,31168
UPI payment to KFC 12384 rs,Food,12384
gift for anniversary 26643,Shopping,26643
metro ride to work ₹49737 via gpay,Transport,49737
Inr3950 Paid To Udemy last night,Education,3950
INR 43309 paid to Myntra,Shopping,43309
1841 Paid To Pizza Hut,Food,1841
Spent 42645.00 on NoBroker,Housing,42645
Spent 32749 on Practo,Health,32749
₹20792 for internet,Utilities,20792
apparel payment of 10946,Shopping,10946
auto rickshaw fare 46844 rs,Transport,46844
snack Not 46383 but Rs. 25656,Food,25656
Late Night Craving Order Inr 19568,Food,19568
Vitamin Supplements Purchase Inr 37785,Health,37785
fruits Paid 45350 wait no INR 39299,Food,39299
Burger King Payment 28430.00,Food,28430
Transaction at Air Asia for 12204,Transport,12204
food bill is 13243 rs not 21248,Food,13243
internet cost INR 27489 today,Utilities,27489
₹18929 paid to H&M,Shopping,18929
Transaction at Rapido for INR43942,Transport,43942
zara 43805.00,Shopping,43805
apollo pharmacy payment rs. 46678,Health,46678
"snack INR34241 is the amount, not 39527",Food,34241
Spent INR12609 on Flipkart last night,Shopping,12609
party cost 3033.00,Entertainment,3033
IMAX Rs. 9484,Entertainment,9484
gym payment of 35422,Health,35422
Monthly Lunch Inr49174,Food,49174
Pizza Hut payment Rs. 41385,Food,41385
Decathlon Rs. 35090,Shopping,35090
consultation INR17972 ... not 45166 on card,Health,17972
water tanker charges 16695 rs on 12/05,Utilities,16695
Trip Cost Inr35619,Transport,35619
Amazon Prime payment 13226,Entertainment,13226
38380.00 for clothes,Shopping,38380
gift payment of ₹4557,Shopping,4557
whitewashing labor cost 3290.00,Housing,3290
accessories paid 29180 wait no rs. 11642 via gpay,Shopping,11642
Paid For Fuel Inr 24387,Transport,24387
dishtv ₹41754,Utilities,41754
28876 paid to dominos,Food,28876
Bill From Zomato Of Inr43908,Food,43908
42046.00 paid to Instamart,Food,42046
Ordered from McDonalds 20540,Food,20540
UPI payment to Ajio 224,Shopping,224
electronics Transfer 14242 actually 40877 rs today,Shopping,40877
apparel charges 32721.00,Shopping,32721
diwali shopping for family 12301 rs on card,Shopping,12301
debit swipe cult.fit inr25206,Health,25206
Spent 13488.00 on BigBasket,Food,13488
atm cash withdrawal Rs. 37038,Others,37038
Metro Ride To Work 46157 Rs,Transport,46157
parking payment of inr22752 cred on 12/05,Transport,22752
41057 rs paid to Ajio,Shopping,41057
clothes cost 30444 rs successful today,Shopping,30444
Ordered from Adidas INR9685,Shopping,9685
Cafe Payment Of Inr 4437,Food,4437
internet 24321 ... not 34803 on card,Utilities,24321
trip spent 25744 oh wait it was 4319,Transport,4319
Monthly Gift Inr898 upi ref 92232,Shopping,898
Just paid electronics bill Rs. 43079,Shopping,43079
Transaction at BigBasket for INR12452,Food,12452
fuel expense 12635 rs txn id 191425,Transport,12635
Transaction at PVR for INR 4886,Entertainment,4886
game expense ₹11173,Entertainment,11173
Monthly snack 48712 via paytm,Food,48712
Bus Cost Rs. 22567,Transport,22567
Paid For Clothes Inr 13351,Shopping,13351
ride expense 33675.00,Transport,33675
Bill from Starbucks of INR851,Food,851
rs. 33627 paid to rapido,Transport,33627
Just paid dividend bill 7201.00,Income,7201
shopping 4356 no make it ₹22860 upi ref 80349,Shopping,22860
Paid 17776 Rs At Flipkart,Shopping,17776
Debit swipe Bank ₹7352,Income,7352
Monthly train 39022 rs,Transport,39022
metro expense INR 7634,Transport,7634
grocery Bill is 46122... sorry Rs. 13137,Food,13137
bought vegetables from local shop Rs. 46556,Food,46556
interest 2994 was debited... correction rs. 1565,Income,1565
winter wear purchase ₹26011,Shopping,26011
Paid for food Rs. 28541,Food,28541
Rs. 5188 for grocery,Food,5188
Nike payment INR35497,Shopping,35497
ordered clothes online 34073 rs,Shopping,34073
accessories cost 11905 rs via gpay,Shopping,11905
